_id,pin,number,total_amount
6861264,0005G00245000000,11,4.84
6861265,0005G00246000000,4,1031.26
6861266,0005G00248000000,22,9.3
6861267,0005G00265000000,7,32.83
6861268,0005G00269000000,22,10.76
6861269,0005G00280000000,15,28.08
6861270,0005G00287000000,2,175.96
6861271,0005G00289000000,22,13554.18
6861272,0005G00290000000,2,311.24
6861273,0005G00296000000,27,900.45
6861274,0005G00299000000,29,669.87
6861275,0005H00004000000,24,30.55
6861276,0005H00005000000,1,539.35
6861277,0005H00044000000,6,892.04
6861278,0005J00014000000,22,43.7
6861279,0005K00014000000,6,618.08
6861280,0005K00023000000,1,66.22
6861281,0005K00208000000,2,496.65
6861282,0005L00006000000,13,130.06
6861283,0005L00035000000,10,11.6
6861284,0005L00040000000,8,43.89
6861285,0005L00041000000,6,49.76
6861286,0005L00043000000,13,1216.42
6861287,0005L00047000000,22,10.76
6861288,0005L00048000000,27,99.16
6861289,0005L00055000000,18,1175.71
6861290,0005L00057000000,20,35.46
6861291,0005L00076000000,6,6.22
6861292,0005L00117000000,22,22.52
6861293,0005L00129000001,2,21.9
6861294,0005L00159000000,1,91.76
6861295,0005L00207000000,9,35945.2
6861296,0005L00207000001,38,23701.72
6861297,0005M00005000000,8,7.31
6861298,0005M00006000000,25,100.57
6861299,0005M00007000000,3,68.51
6861300,0005M00015000000,5,170.95
6861301,0005M00055000000,1,7.75
6861302,0005P00006000000,27,105.59
6861303,0005P00050000000,2,153.26
6861304,0005P00057000000,2,837.21
6861305,0005P00058000000,2,1627.12
6861306,0005P00065000000,1,259.2
6861307,0005P00070000000,4,755.87
6861308,0005P00080000000,10,1350.32
6861309,0005P00094000000,16,11122.23
6861310,0005P00102000000,20,9100.15
6861311,0005P00128000000,1,13.06
6861312,0005P00153000000,2,473.94
6861313,0005P00170000000,1,501.84
6861314,0005R00025000000,2,193.93
6861315,0005R00030000000,2,175.96
6861316,0005R00150000000,2,21.38
6861317,0005R00200000000,2,29.08
6861318,0005S00009000000,8,40.65
6861319,0005S00010000000,8,12.31
6861320,0005S00023000000,8,18.93
6861321,0006A00002000000,16,1430.12
6861322,0006A00003000000,6,212.8
6861323,0006A00004000000,43,1942.65
6861324,0006A00006000000,9,156.41
6861325,0006A00010000000,1,65.13
6861326,0006A00012000000,16,436.94
6861327,0006A00014000000,17,1305.44
6861328,0006A00016000000,34,382.65
6861329,0006A00018000000,6,110.16
6861330,0006A00020000000,34,561.11
6861331,0006A00021000000,18,134.82
6861332,0006A00085000000,1,2838
6861333,0006A00097000000,1,181.26
6861334,0006A00101000A00,1,1650.77
6861335,0006A00104000000,1,107.84
6861336,0006A00105000000,2,213.8
6861337,0006A00129000000,3,1640.17
6861338,0006A00143000000,3,345.68
6861339,0006A00190000000,1,64.25
6861340,0006A00255000000,16,206.25
6861341,0006A00275000000,19,3384.66
6861342,0006A00276000000,1,6.15
6861343,0006A00341000000,6,102.31
6861344,0006A00344000000,3,133.38
6861345,0006A00345000000,3,133.38
6861346,0006B00004000000,2,18.92
6861347,0006B00011000000,12,151.97
6861348,0006B00021000000,10,45.27
6861349,0006B00161000100,29,5667.15
6861350,0006B00162000000,31,1351.25
6861351,0006B00170000000,2,1541.04
6861352,0006B00171000000,2,7.56
6861353,0006B00210000001,1,268.24
6861354,0006C00004000000,2,1265.74
6861355,0006E00022000000,19,31.24
6861356,0006E00084000000,4,48.15
6861357,0006E00085000000,8,130.29
6861358,0006E00097000000,20,1741.14
6861359,0006E00099000000,34,2723.48
6861360,0006E00103000000,31,2297.5
6861361,0006E00108000000,7,49.42
6861362,0006E00110000000,7,12.22
6861363,0006E00114000000,7,31.77
6861364,0006E00150000000,1,153.36
6861365,0006E00200000000,1,5.04
6861366,0006E00227000000,3,1257.14
6861367,0006E00233000000,1,242.23
6861368,0006E00243000000,5,4194.84
6861369,0006E00244000000,2,97.68
6861370,0006F00009000000,8,19.55
6861371,0006F00015000000,1,178.79
6861372,0006F00020000000,1,238.25
6861373,0006F00031000000,3,4419.6
6861374,0006F00062000000,1,403.47
6861375,0006F00091000000,26,12563.08
6861376,0006F00098000000,3,2788.4
6861377,0006F00107000000,3,3524.1
6861378,0006F00117000000,1,331.84
6861379,0006F00127000000,4,3998.97
6861380,0006F00138000000,3,2183.41
6861381,0006F00148000000,1,210.49
6861382,0006F00174000000,3,2391.8
6861383,0006F00238000000,2,1059.92
6861384,0006F00259000000,14,3620.44
6861385,0006F00300000000,54,5432.46
6861386,0006G00014000000,2,748.28
6861387,0006G00032000000,2,144.71
6861388,0006G00033000000,1,122.98
6861389,0006G00034000000,1,122.04
6861390,0006G00036000000,1,22.7
6861391,0006G00039000000,1,62.91
6861392,0006G00040000000,3,120.5
6861393,0006G00044000000,1,160.35
6861394,0006G00046000000,1,37.84
6861395,0006G00049000000,1,94.13
6861396,0006G00057000000,2,88.97
6861397,0006G00058000000,10,13.92
6861398,0006G00067000000,1,85.14
6861399,0006G00068000000,1,65.74
6861400,0006G00069000000,1,40.68
6861401,0006G00070000000,1,47.3
6861402,0006G00133000000,10,15.08
6861403,0006G00169000000,1,316.24
6861404,0006G00172000000,4,1998.96
6861405,0006G00208000000,2,4023.44
6861406,0006H00045000000,2,691.6
6861407,0006K00132000000,1,273.39
6861408,0006K00146000000,2,202.44
6861409,0006K00177000000,1,11.82
6861410,0006K00224000000,16,3875.77
6861411,0006K00228000000,8,1607.95
6861412,0006K00255000000,3,144.74
6861413,0006K00286000000,2,324.48
6861414,0006K00327000000,4,3265.64
6861415,0006L00034000000,3,569.7
6861416,0006L00044000000,2,159.72
6861417,0006L00058000000,41,603.33
6861418,0006L00199000000,1,8.44
6861419,0006L00204000A00,8,48.8
6861420,0006L00206000000,3,2694.83
6861421,0006L00302000000,5,4.03
6861422,0006L00326000000,13,9823.28
6861423,0006L00345000000,36,19216.05
6861424,0006L00352000000,2,53.61
6861425,0006M00012000000,1,918.82
6861426,0006M00024000200,1,2030.96
6861427,0006M00030030500,1,1636.62
6861428,0006M00030102100,1,10.4
6861429,0006M00177000000,1,440.36
6861430,0006M00198000000,1,200.97
6861431,0006M00235000000,3,453.49
6861432,0006M00312116601,2,524.08
6861433,0006M00312A11902,1,9274.48
6861434,0006M00312A16600,2,613
6861435,0006M00312B16600,1,95.26
6861436,0006M00312P40000,1,702.88
6861437,0006N00040000000,2,5959.8
6861438,0006N00052000000,3,977.05
6861439,0006N00053000000,30,10312.47
6861440,0006N00058000000,15,6044.33
6861441,0006N00059000000,15,5437.02
6861442,0006N00060000000,3,2993.48
6861443,0006N00100000000,4,898.72
6861444,0006P00061000000,3,3736.33
6861445,0006P00074000000,16,4245.83
6861446,0006P00076000000,6,4962.21
6861447,0006P00116000000,3,6.04
6861448,0006P00185000000,25,7167.96
6861449,0006P00200000001,2,8.2
6861450,0006P00225000000,3,1304.04
6861451,0006R00039000000,1,10.88
6861452,0006R00044000000,11,2611.9
6861453,0006R00046000000,22,1250.1
6861454,0006R00058000000,1,2.01
6861455,0006R00066000000,2,1069.16
6861456,0006R00070000000,12,278.03
6861457,0006R00072000000,6,28.09
6861458,0006R00074000000,6,159.38
6861459,0006R00084000000,1,178.85
6861460,0006R00125000000,29,4349.75
6861461,0006R00128000000,5,46.75
6861462,0006R00129000000,6,366.6
6861463,0006R00146000000,20,14.08
6861464,0006R00149000000,1,151.36
6861465,0006R00150000000,10,138.95
6861466,0006R00158000000,5,10.6
6861467,0006R00177000000,2,1293.18
6861468,0006R00212000000,1,3.64
6861469,0006R00259000000,2,576.12
6861470,0006R00263000000,14,5035.87
6861471,0006R00286000000,6,3651.29
6861472,0006R00298000000,1,20
6861473,0006R00371000000,2,644.22
6861474,0006S00043000000,1,321.64
6861475,0006S00107000000,25,12996.53
6861476,0006S00111000000,1,16.89
6861477,0006S00125000000,9,7195.49
6861478,0006S00147000000,15,73.5
6861479,0007B00122000000,25,895.8
6861480,0007B00139000000,16,10975.08
6861481,0007B00142000000,2,575.2
6861482,0007B00146000000,19,1500.53
6861483,0007B00180000000,35,1866.86
6861484,0007B00190000000,1,80.3
6861485,0007B00201000000,1,2.84
6861486,0007B00202000000,1,1.89
6861487,0007B00203000000,1,1.89
6861488,0007B00204000000,1,3.31
6861489,0007B00207000000,34,812.82
6861490,0007B00207000B00,32,464.81
6861491,0007B00207000C00,8,132
6861492,0007B00208000A00,41,1169.63
6861493,0007B00212000000,32,691.41
6861494,0007B00223000000,28,5902.82
6861495,0007B00225000000,8,2134.1
6861496,0007B00238000000,2,394.81
6861497,0007B00257000000,4,3296.84
6861498,0007B00268000000,6,2152.98
6861499,0007B00276000000,30,10738.43
6861500,0007B00283000000,3,1045.32
6861501,0007B00285000000,21,267.34
6861502,0007B00286000000,1,25.07
6861503,0007B00291000000,4,1810.49
6861504,0007B00294000000,2,146.52
6861505,0007B00318000000,14,483.37
6861506,0007B00320000000,2,394.19
6861507,0007B00330000000,3,41.95
6861508,0007B00346000000,1,578.76
6861509,0007B00351000000,4,6414.83
6861510,0007B00359000000,1,9.85
6861511,0007B00363000000,2,49.6
6861512,0007B00371000000,2,293.04
6861513,0007B00377000000,2,49.36
6861514,0007B00379000000,25,1070.07
6861515,0007B00392000000,6,350.23
6861516,0007C00010000000,1,312.43
6861517,0007C00019000000,14,4166
6861518,0007C00022000000,3,4377.9
6861519,0007C00050000000,2,330.51
6861520,0007C00145000000,1,3333.04
6861521,0007C00148000000,2,228.05
6861522,0007C00150000000,4,335.12
6861523,0007C00205000000,4,943.8
6861524,0007D00139000000,1,1421.4
6861525,0007D00147000000,2,165.03
6861526,0007D00166000000,2,4510.3
6861527,0007D00167000000,1,496.18
6861528,0007D00169000000,1,602.6
6861529,0007D00172000000,1,5889.9
6861530,0007D00191000000,2,976.8
6861531,0007E00070000000,2,732.6
6861532,0007F00107000000,1,255.5
6861533,0007F00217000000,41,2950.99
6861534,0007F00260000000,48,7312.68
6861535,0007G00101000000,22,613.02
6861536,0007G00116000000,2,130.5
6861537,0007G00119000000,4,53.24
6861538,0007G00151000000,8,4889.8
6861539,0007G00165000A00,26,802.72
6861540,0007G00166000000,9,352.16
6861541,0007G00182000000,46,1705.5
6861542,0007G00253000000,14,134.75
6861543,0007G00270000000,5,11037.9
6861544,0007G00283000000,1,2677.5
6861545,0007G00306000000,3,623.88
6861546,0007G00309000000,1,145.68
6861547,0007G00313000000,3,6354.63
6861548,0007H00087000B00,21,1908.98
6861549,0007J00010000000,18,26.13
6861550,0007J00080000000,6,3075.9
6861551,0007N00018000000,8,9276.74
6861552,0007N00018000001,19,13111.04
6861553,0007N00042000000,7,150.06
6861554,0007N00052000000,8,75.01
6861555,0007N00054000000,8,133.05
6861556,0007N00059000000,7,78.41
6861557,0007N00060000000,10,141.91
6861558,0007N00064000000,9,83.2
6861559,0007N00066000000,2,244.4
6861560,0007N00067000000,31,1534.28
6861561,0007N00071000000,15,182.53
6861562,0007N00073000000,8,158.96
6861563,0007N00076000000,4,207.72
6861564,0007N00078000000,18,391.16
6861565,0007N00079000000,8,1109.77
6861566,0007N00089000000,1,10.5
6861567,0007N00090000000,9,402.1
6861568,0007N00092000000,19,994.65
6861569,0007N00113000000,13,20.72
6861570,0007N00116000000,9,3.03
6861571,0007N00119000000,21,153.84
6861572,0007N00122000000,2,4.16
6861573,0007N00125000000,1,40.2
6861574,0007N00128000000,27,3414.55
6861575,0007N00132000000,10,81.81
6861576,0007N00135000000,14,802.36
6861577,0007N00141000000,11,197.87
6861578,0007N00142000000,6,106.98
6861579,0007N00166000000,12,54.37
6861580,0007N00183000000,3,407.27
6861581,0007N00239000000,6,16.88
6861582,0007N00260000000,1,45.78
6861583,0007P00003000000,1,9.1
6861584,0007P00026000000,20,185.29
6861585,0007P00049000000,1,100.38
6861586,0007P00075000001,1,829.78
6861587,0007R00100000000,1,38.5
6861588,0008A00018000000,1,489.08
6861589,0008A00028000000,6,1138.54
6861590,0008A00045000000,1,183.83
6861591,0008A00046000000,1,114.91
6861592,0008A00145000000,2,632
6861593,0008C00025000000,3,211346.09
6861594,0008C00116000000,5,102.6
6861595,0008D00175000000,5,688.74
6861596,0008D00180000400,1,285.2
6861597,0008D00180000F00,1,92.96
6861598,0008D00190000A00,1,131.31
6861599,0008D00190000B00,2,190.85
6861600,0008F00133000000,6,148.54
6861601,0008G00010000000,1,47.88
6861602,0008G00108000000,1,7619.04
6861603,0008G00133000000,3,574.56
6861604,0008G00134000000,3,597.24
6861605,0008H00025000000,10,2231.73
6861606,0008H00030000000,39,61155.57
6861607,0008H00044000000,1,305.97
6861608,0008H00044000A00,55,13709.69
6861609,0008H00105000000,4,58.45
6861610,0008H00105000A00,7,86.35
6861611,0008H00114000000,1,36.74
6861612,0008H00185000000,3,2419.2
6861613,0008H00199000000,3,846.72
6861614,0008H00200000000,3,423.36
6861615,0008H00201000000,3,676.62
6861616,0008H00204000000,3,1693.44
6861617,0008H00205000000,3,532.98
6861618,0008H00207000000,3,1077.3
6861619,0008H00208000000,3,597.24
6861620,0008H00283000000,8,132.2
6861621,0008J00030000000,1,15724.8
6861622,0008K00018000000,1,2537.17
6861623,0008L00040000000,2,831.05
6861624,0008L00040000A00,1,75.6
6861625,0008L00041000000,2,1687.27
6861626,0008L00055000000,1,4249.08
6861627,0008L00080000000,1,3540.9
6861628,0008L00175000000,1,14493.28
6861629,0008M00110000000,4,195.12
6861630,0008S00029000000,1,79.84
6861631,0009A00017000000,2,171.12
6861632,0009A00037000000,1,681.68
6861633,0009A00074000000,5,224.41
6861634,0009A00077000000,50,2428.54
6861635,0009A00080000000,3,7
6861636,0009A00195000000,1,10.73
6861637,0009A00197000000,63,4527.14
6861638,0009A00198000000,10,163.12
6861639,0009A00199000000,60,2383.51
6861640,0009A00200000000,60,2383.51
6861641,0009A00201000000,60,1830.52
6861642,0009A00204000000,60,2325.75
6861643,0009A00210000000,2,179.4
6861644,0009A00230000000,13,4064.14
6861645,0009B00007000000,1,109.5
6861646,0009B00014000000,6,116.67
6861647,0009B00016000000,4,758.09
6861648,0009B00019000000,6,320.22
6861649,0009B00035000000,5,2560.11
6861650,0009B00052000000,6,200.56
6861651,0009B00053000000,6,152.8
6861652,0009D00042000000,2,60
6861653,0009D00043000000,2,427.3
6861654,0009D00054000000,1,1130.92
6861655,0009D00129000000,2,4003.8
6861656,0009D00156000000,1,52.27
6861657,0009D00159000000,6,7959.9
6861658,0009D00163000000,1,3196.1
6861659,0009E00045000000,2,99.66
6861660,0009E00047000000,5,101.46
6861661,0009E00076000000,4,230
6861662,0009E00150000000,13,2233.59
6861663,0009E00200000900,1,150.79
6861664,0009H00135000000,16,58.82
6861665,0009H00144000000,9,58.63
6861666,0009H00145000000,1,2.96
6861667,0009H00147000000,1,6.98
6861668,0009H00150000000,1,0.99
6861669,0009H00152000000,1,4.94
6861670,0009H00166000000,7,15.8
6861671,0009H00172000000,9,29.72
6861672,0009H00174000000,7,75.85
6861673,0009H00189000000,3,161.71
6861674,0009J00030000000,1,60160.18
6861675,0009K00081000000,2,23361.75
6861676,0009K00082000000,3,17410.21
6861677,0009K00280000A00,6,1682.26
6861678,0009L00032000000,2,97.68
6861679,0009L00150000000,2,4004.88
6861680,0009L00150000001,33,8693.62
6861681,0009M00027000000,12,3.95
6861682,0009M00028000000,12,3.95
6861683,0009M00029000000,6,29.14
6861684,0009M00030000000,6,32.02
6861685,0009M00031000000,2,9
6861686,0009M00032000000,7,2.13
6861687,0009M00032000A00,1,1.55
6861688,0009M00038000000,1,0.99
6861689,0009M00044000000,1,32.88
6861690,0009M00059000000,1,7.6
6861691,0009M00073000000,5,1946.52
6861692,0009M00073000B00,1,118.65
6861693,0009M00080000000,1,1.98
6861694,0009M00083000000,9,124.74
6861695,0009M00085000000,4,114.82
6861696,0009M00090000000,2,48.58
6861697,0009M00091000000,3,219.78
6861698,0009M00092000000,10,249.23
6861699,0009M00094000000,29,1105.27
6861700,0009M00096000000,8,2624
6861701,0009M00099000000,7,4.22
6861702,0009M00106000000,5,1588.16
6861703,0009M00109000000,1,5.43
6861704,0009M00110000000,1,4.65
6861705,0009M00110000A00,1,12.4
6861706,0009M00113000000,2,36.28
6861707,0009M00117000000,7,156.42
6861708,0009M00119000000,9,49.76
6861709,0009M00119000A00,8,42.46
6861710,0009M00119000B00,8,47.88
6861711,0009M00124000000,20,5269.46
6861712,0009M00125000000,10,6599.96
6861713,0009M00127000000,3,54.48
6861714,0009M00130000000,10,904.95
6861715,0009M00134000000,43,15116.64
6861716,0009M00136000000,40,23128.52
6861717,0009M00137000000,4,356.19
6861718,0009M00142000000,5,1079.48
6861719,0009M00143000000,4,233.89
6861720,0009M00146000000,17,328.16
6861721,0009M00147000000,2,167.86
6861722,0009M00154000300,1,340.56
6861723,0009M00159000000,1,381.43
6861724,0009M00159000300,8,7692.16
6861725,0009M00159000400,2,438.9
6861726,0009M00168000000,1,1.89
6861727,0009M00173000000,2,94
6861728,0009M00180000000,2,277.51
6861729,0009M00186000000,13,420.19
6861730,0009M00186000A00,2,134.28
6861731,0009M00187000000,2,203.66
6861732,0009M00188000000,14,533.88
6861733,0009M00191000000,4,2965
6861734,0009M00194000000,8,837.76
6861735,0009M00195000000,4,224.85
6861736,0009M00196000000,1,95.02
6861737,0009M00198000000,1,10.85
6861738,0009M00200000A00,53,1815.06
6861739,0009M00202000000,4,163.33
6861740,0009M00203000000,9,271
6861741,0009M00204000000,2,67.14
6861742,0009M00206000000,2,67.14
6861743,0009M00207000000,2,71.62
6861744,0009M00218000000,23,5554.69
6861745,0009M00219000000,4,272.6
6861746,0009M00221000000,10,7447.38
6861747,0009M00223000000,1,16.65
6861748,0009M00224000000,4,3920.37
6861749,0009M00224000A00,2,64.75
6861750,0009M00226000000,1,85.14
6861751,0009M00227000000,1,2194.86
6861752,0009M00230000000,4,534.25
6861753,0009M00234000000,1,1710.57
6861754,0009M00237000000,6,2243
6861755,0009M00238000000,14,1432.98
6861756,0009M00243000000,33,20872.82
6861757,0009M00246000000,2,293.18
6861758,0009M00249000000,6,504.74
6861759,0009M00251000000,27,1644.52
6861760,0009M00251000A00,17,411.08
6861761,0009M00257000B00,1,405.71
6861762,0009M00258000000,17,392.21
6861763,0009M00258000A00,24,3815.68
6861764,0009M00259000200,18,11776.89
6861765,0009M00259000A00,1,321.01
6861766,0009M00259000C00,2,336.55
6861767,0009M00259000G00,2,166.9
6861768,0009M00259000J00,2,73.63
6861769,0009M00259001000,5,6384.9
6861770,0009M00269000000,1,97.68
6861771,0009M00270000000,65,1626.07
6861772,0009M00271000000,2,1207.84
6861773,0009M00277000000,2,96.24
6861774,0009M00278000000,60,1843
6861775,0009M00279000000,2,89.52
6861776,0009M00284000000,3,1230.59
6861777,0009M00290000000,2,161.45
6861778,0009M00294000000,2,146.52
6861779,0009M00295000000,2,135.7
6861780,0009M00296000000,1,13.6
6861781,0009M00299000000,1,422.26
6861782,0009M00300000000,11,507.61
6861783,0009M00310000000,1,109.9
6861784,0009M00312000000,2,152.18
6861785,0009M00322000000,2,877.49
6861786,0009M00323000000,21,869.25
6861787,0009N00039001B00,1,737.88
6861788,0009N00079000000,1,164.12
6861789,0009N00115000000,1,6795.12
6861790,0009N00141000000,1,5609.78
6861791,0009N00148000000,23,19308.9
6861792,0009N00158000000,6,82242.15
6861793,0009P00003000000,3,997.29
6861794,0009P00155000D00,5,40226.04
6861795,0009P00165000000,1,11107
6861796,0009P0017000A300,8,93573.06
6861797,0009P00202000000,2,11037.84
6861798,0009P00202000001,29,60118.89
6861799,0009R00138000000,2,449.14
6861800,0009R00142000000,2,488
6861801,0009R00146000000,4,1559.52
6861802,0009R00156000000,5,438.04
6861803,0009R00159000000,17,1829.21
6861804,0009R00160000000,1,75.9
6861805,0009R00163000000,9,181.95
6861806,0009R00164000000,6,198.34
6861807,0009R00165000000,1,58.25
6861808,0009R00166000000,8,199.91
6861809,0009R00187000000,3,22.87
6861810,0009S00030000000,2,1021.81
6861811,0009S00033000000,3,2012.32
6861812,0009S00034000000,5,1647.09
6861813,0009S00035000000,3,701.1
6861814,0009S00073000000,2,6.62
6861815,0009S00074000000,2,6.62
6861816,0009S00076000000,15,14457.62
6861817,0009S00081000000,1,589.83
6861818,0009S00106000000,1,33.5
6861819,0009S00108000000,47,1490.49
6861820,0009S00110000000,1,19.07
6861821,0009S00111000000,3,373.8
6861822,0009S00112000000,8,946.93
6861823,0009S00118000000,1,2.36
